ORDERID,SOURCE,ORDERSTATUS,RIDERPROVIDER,STOREID,CUSTOMERPINCODE,ORDERPLACEDDATE,VERIFIEDDATE,STOREPUSHEDDATE,BILLEDDATE,RIDERASSIGNEDDATE,OFDDATE,ARRIVEDDATE,DELIVEREDDATE,PROMISEDTAT,CANCELLEDDATE,MRP,PAYMENTMETHOD
89,Mobile - Android,Delivered,O,233574,500084,2022-Apr-01 07:34:00,2022-Apr-01 07:35:00,2022-Apr-01 07:35:00,2022-Apr-01 07:38:00,2022-Apr-01 07:46:00,2022-Apr-01 07:46:00,2022-Apr-01 07:51:00,2022-Apr-01 07:54:00,2022-Apr-01 10:30:00,,325,COD
90,Mobile - iOS,Arrived,O,234246,500090,2022-Apr-01 07:34:00,2022-Apr-01 11:02:00,2022-Apr-01 11:03:00,2022-Apr-01 11:04:00,2022-Apr-01 11:34:00,2022-Apr-01 11:34:00,2022-Apr-01 12:00:00,,2022-Apr-01 13:30:00,,717.57,PREPAID
91,Mobile - Android,Out for Delivery,K,226528,700052,2022-Apr-01 07:36:00,2022-Apr-01 07:37:00,2022-Apr-01 07:42:00,2022-Apr-01 07:52:00,2022-Apr-01 07:52:00,2022-Apr-01 08:03:00,,,2022-Apr-01 10:30:00,,960,COD
92,Mobile - Android,Delivered,O,222466,122003,2022-Apr-01 07:41:00,2022-Apr-01 07:43:00,2022-Apr-01 07:44:00,2022-Apr-01 07:47:00,2022-Apr-01 07:48:00,2022-Apr-01 08:09:00,2022-Apr-01 08:19:00,2022-Apr-01 08:21:00,2022-Apr-01 10:30:00,,419.2,PREPAID
93,Mobile - Android,Delivered,O,226538,700127,2022-Apr-01 07:41:00,2022-Apr-01 07:45:00,2022-Apr-01 07:48:00,2022-Apr-01 07:52:00,2022-Apr-01 08:01:00,2022-Apr-01 08:01:00,2022-Apr-01 08:14:00,2022-Apr-01 08:16:00,2022-Apr-01 10:30:00,,839.5,PREPAID
94,Mobile - Android,Delivered,O,226538,700129,2022-Apr-01 07:42:00,2022-Apr-01 07:44:00,2022-Apr-01 07:46:00,2022-Apr-01 07:48:00,2022-Apr-01 07:48:00,2022-Apr-01 07:52:00,2022-Apr-01 08:22:00,2022-Apr-01 08:25:00,2022-Apr-01 10:30:00,,762.5,PREPAID
95,Mobile - Android,Delivered,K,231296,500016,2022-Apr-01 07:44:00,2022-Apr-01 11:06:00,2022-Apr-01 11:09:00,2022-Apr-01 11:13:00,2022-Apr-01 11:15:00,2022-Apr-01 11:34:00,2022-Apr-01 11:54:00,2022-Apr-01 11:56:00,2022-Apr-01 13:30:00,,470.57,PREPAID
96,Mobile - Android,Delivered,O,226264,700136,2022-Apr-01 07:45:00,2022-Apr-01 07:46:00,2022-Apr-01 07:48:00,2022-Apr-01 07:50:00,2022-Apr-01 07:51:00,2022-Apr-01 08:05:00,2022-Apr-01 08:19:00,2022-Apr-01 08:19:00,2022-Apr-01 10:30:00,,765,PREPAID
97,Mobile - Android,Delivered,K,222702,122005,2022-Apr-01 07:45:00,2022-Apr-01 08:59:00,2022-Apr-01 09:01:00,2022-Apr-01 09:07:00,2022-Apr-01 09:08:00,2022-Apr-01 09:20:00,2022-Apr-01 09:43:00,2022-Apr-01 09:45:00,2022-Apr-01 11:30:00,,689.41,COD
98,Mobile - iOS,Delivered,O,231630,500081,2022-Apr-01 07:46:00,2022-Apr-01 07:47:00,2022-Apr-01 07:50:00,2022-Apr-01 07:52:00,2022-Apr-01 07:59:00,2022-Apr-01 07:59:00,2022-Apr-01 08:17:00,2022-Apr-01 08:19:00,2022-Apr-01 10:30:00,,804.5,PREPAID
99,Mobile - Android,Delivered,D,234886,560068,2022-Apr-01 07:46:00,2022-Apr-01 11:39:00,2022-Apr-01 11:41:00,2022-Apr-01 11:56:00,2022-Apr-01 11:58:00,2022-Apr-01 12:20:00,2022-Apr-01 12:33:00,2022-Apr-01 12:35:00,2022-Apr-01 14:00:00,,984.45,PREPAID
100,Mobile - iOS,Delivered,O,226466,700047,2022-Apr-01 07:47:00,2022-Apr-01 07:48:00,2022-Apr-01 07:50:00,2022-Apr-01 07:54:00,2022-Apr-01 07:55:00,2022-Apr-01 08:04:00,2022-Apr-01 08:24:00,2022-Apr-01 08:26:00,2022-Apr-01 10:30:00,,378.84,PREPAID
101,Mobile - Android,Delivered,D,222838,122018,2022-Apr-01 07:47:00,2022-Apr-01 11:12:00,2022-Apr-01 11:15:00,2022-Apr-01 11:19:00,2022-Apr-01 11:21:00,2022-Apr-01 11:32:00,2022-Apr-01 11:39:00,2022-Apr-01 11:42:00,2022-Apr-01 13:30:00,,999,PREPAID
102,Mobile - iOS,Delivered,O,231450,560024,2022-Apr-01 07:48:00,2022-Apr-01 07:50:00,2022-Apr-01 07:53:00,2022-Apr-01 07:55:00,2022-Apr-01 08:12:00,2022-Apr-01 09:04:00,2022-Apr-01 09:17:00,2022-Apr-01 09:20:00,2022-Apr-01 10:30:00,,804.5,PREPAID
103,Mobile - Android,Delivered,O,226016,700103,2022-Apr-01 07:50:00,2022-Apr-01 07:51:00,2022-Apr-01 07:52:00,2022-Apr-01 08:23:00,2022-Apr-01 08:41:00,2022-Apr-01 08:41:00,2022-Apr-01 08:52:00,2022-Apr-01 08:55:00,2022-Apr-01 10:30:00,,833.02,PREPAID
104,Mobile - Android,Delivered,O,222230,302001,2022-Apr-01 07:51:00,2022-Apr-01 07:52:00,2022-Apr-01 07:53:00,2022-Apr-01 08:01:00,2022-Apr-01 08:07:00,2022-Apr-01 08:16:00,2022-Apr-01 08:36:00,2022-Apr-01 08:36:00,2022-Apr-01 10:30:00,,740,PREPAID
105,Mobile - Android,Delivered,K,232948,560049,2022-Apr-01 07:52:00,2022-Apr-01 07:53:00,2022-Apr-01 07:54:00,2022-Apr-01 07:57:00,2022-Apr-01 08:15:00,2022-Apr-01 09:59:00,2022-Apr-01 10:21:00,2022-Apr-01 10:25:00,2022-Apr-01 10:30:00,,660,PREPAID
106,Mobile - Android,Delivered,K,226496,700094,2022-Apr-01 07:53:00,2022-Apr-01 07:57:00,2022-Apr-01 07:59:00,2022-Apr-01 08:20:00,2022-Apr-01 08:22:00,2022-Apr-01 08:37:00,2022-Apr-01 08:49:00,2022-Apr-01 08:53:00,2022-Apr-01 10:30:00,,969.17,PREPAID
107,Mobile - Android,Delivered,D,234238,600091,2022-Apr-01 07:59:00,2022-Apr-01 08:00:00,2022-Apr-01 08:02:00,2022-Apr-01 08:08:00,2022-Apr-01 08:09:00,2022-Apr-01 08:18:00,2022-Apr-01 08:41:00,2022-Apr-01 08:43:00,2022-Apr-01 10:30:00,,480.24,PREPAID
108,Mobile - iOS,Out for Delivery,O,222596,110070,2022-Apr-01 07:59:00,2022-Apr-01 08:00:00,2022-Apr-01 08:02:00,2022-Apr-01 08:06:00,2022-Apr-01 08:23:00,2022-Apr-01 08:36:00,,,2022-Apr-01 10:30:00,,317.34,COD
109,Mobile - Android,Delivered,D,222564,110092,2022-Apr-01 08:00:00,2022-Apr-01 08:02:00,2022-Apr-01 08:03:00,2022-Apr-01 08:12:00,2022-Apr-01 09:00:00,2022-Apr-01 10:07:00,2022-Apr-01 10:27:00,2022-Apr-01 10:28:00,2022-Apr-01 10:30:00,,390,PREPAID
110,Mobile - Android,Delivered,K,226082,700067,2022-Apr-01 08:00:00,2022-Apr-01 08:02:00,2022-Apr-01 08:03:00,2022-Apr-01 08:06:00,2022-Apr-01 08:20:00,2022-Apr-01 08:20:00,2022-Apr-01 08:52:00,2022-Apr-01 08:53:00,2022-Apr-01 10:30:00,,331.2,PREPAID
111,Mobile - Android,Delivered,O,224066,400101,2022-Apr-01 08:00:00,2022-Apr-01 08:02:00,2022-Apr-01 08:05:00,2022-Apr-01 08:06:00,2022-Apr-01 08:27:00,2022-Apr-01 08:35:00,2022-Apr-01 09:48:00,2022-Apr-01 09:52:00,2022-Apr-01 10:30:00,,1000,PREPAID
112,Mobile - mWeb,Out for Delivery,D,382376,500049,2022-Apr-01 08:01:00,2022-Apr-01 08:02:00,2022-Apr-01 08:05:00,2022-Apr-01 08:11:00,2022-Apr-01 08:13:00,2022-Apr-01 08:22:00,,,2022-Apr-01 10:30:00,,1399,PREPAID
113,Mobile - Android,Delivered,D,228648,500090,2022-Apr-01 08:01:00,2022-Apr-01 08:14:00,2022-Apr-01 08:14:00,2022-Apr-01 08:18:00,2022-Apr-01 08:19:00,2022-Apr-01 08:34:00,2022-Apr-01 08:46:00,2022-Apr-01 08:49:00,2022-Apr-01 10:30:00,,902.88,PREPAID
114,Mobile - Android,Delivered,K,234246,500090,2022-Apr-01 08:01:00,2022-Apr-01 08:03:00,2022-Apr-01 08:04:00,2022-Apr-01 08:08:00,2022-Apr-01 08:53:00,2022-Apr-01 09:06:00,2022-Apr-01 09:43:00,2022-Apr-01 09:47:00,2022-Apr-01 10:30:00,,702.62,PREPAID
115,Mobile - Android,Billed,,226018,700015,2022-Apr-01 08:01:00,2022-Apr-01 08:03:00,2022-Apr-01 08:47:00,2022-Apr-01 09:04:00,,,,,2022-Apr-01 10:30:00,,378.5,PREPAID
116,Mobile - Android,Delivered,O,383606,500084,2022-Apr-01 08:01:00,2022-Apr-01 08:03:00,2022-Apr-01 08:05:00,2022-Apr-01 08:08:00,2022-Apr-01 08:25:00,2022-Apr-01 08:42:00,2022-Apr-01 08:51:00,2022-Apr-01 08:52:00,2022-Apr-01 10:30:00,,363.15,PREPAID
117,Mobile - Android,Delivered,D,226036,700055,2022-Apr-01 08:02:00,2022-Apr-01 08:04:00,2022-Apr-01 08:06:00,2022-Apr-01 08:08:00,2022-Apr-01 08:09:00,2022-Apr-01 08:21:00,2022-Apr-01 08:28:00,2022-Apr-01 08:30:00,2022-Apr-01 10:30:00,,670,PREPAID
118,Mobile - Android,Delivered,D,231466,502032,2022-Apr-01 08:05:00,2022-Apr-01 08:48:00,2022-Apr-01 08:50:00,2022-Apr-01 08:51:00,2022-Apr-01 08:53:00,2022-Apr-01 09:05:00,2022-Apr-01 09:20:00,2022-Apr-01 09:22:00,2022-Apr-01 11:00:00,,791.16,PREPAID
119,Mobile - Android,Arrived,D,226092,700115,2022-Apr-01 08:06:00,2022-Apr-01 08:07:00,2022-Apr-01 08:09:00,2022-Apr-01 08:13:00,2022-Apr-01 08:15:00,2022-Apr-01 08:21:00,2022-Apr-01 08:42:00,,2022-Apr-01 10:30:00,,498.6,PREPAID
120,Mobile - Android,Delivered,D,231294,500090,2022-Apr-01 08:07:00,2022-Apr-01 08:08:00,2022-Apr-01 08:10:00,2022-Apr-01 08:21:00,2022-Apr-01 08:23:00,2022-Apr-01 08:39:00,2022-Apr-01 08:51:00,2022-Apr-01 08:51:00,2022-Apr-01 10:30:00,,348.5,PREPAID
121,Mobile - Android,Delivered,O,226086,700054,2022-Apr-01 08:08:00,2022-Apr-01 08:10:00,2022-Apr-01 08:13:00,2022-Apr-01 08:16:00,2022-Apr-01 08:33:00,2022-Apr-01 08:45:00,2022-Apr-01 09:18:00,2022-Apr-01 09:22:00,2022-Apr-01 10:30:00,,382.03,PREPAID
122,Mobile - Android,Out for Delivery,D,226252,700038,2022-Apr-01 08:08:00,2022-Apr-01 09:33:00,2022-Apr-01 09:34:00,2022-Apr-01 09:38:00,2022-Apr-01 09:48:00,2022-Apr-01 10:06:00,,,2022-Apr-01 12:00:00,,1106.13,PREPAID
123,Mobile - Android,Delivered,K,226064,700101,2022-Apr-01 08:08:00,2022-Apr-01 08:09:00,2022-Apr-01 08:11:00,2022-Apr-01 08:17:00,2022-Apr-01 08:19:00,2022-Apr-01 08:33:00,2022-Apr-01 08:39:00,2022-Apr-01 08:40:00,2022-Apr-01 10:30:00,,1091.72,PREPAID
124,Mobile - Android,Delivered,D,222102,201303,2022-Apr-01 08:10:00,2022-Apr-01 08:11:00,2022-Apr-01 08:13:00,2022-Apr-01 08:34:00,2022-Apr-01 09:09:00,2022-Apr-01 09:45:00,2022-Apr-01 11:10:00,2022-Apr-01 11:12:00,2022-Apr-01 10:30:00,,938,PREPAID
125,Mobile - Android,Delivered,O,226598,700017,2022-Apr-01 08:10:00,2022-Apr-01 09:52:00,2022-Apr-01 10:31:00,2022-Apr-01 10:45:00,2022-Apr-01 10:46:00,2022-Apr-01 10:51:00,2022-Apr-01 11:25:00,2022-Apr-01 11:28:00,2022-Apr-01 13:00:00,,1096.95,COD
126,Mobile - Android,Out for Delivery,K,228106,500084,2022-Apr-01 08:11:00,2022-Apr-01 08:14:00,2022-Apr-01 08:16:00,2022-Apr-01 08:17:00,2022-Apr-01 08:19:00,2022-Apr-01 08:29:00,,,2022-Apr-01 10:30:00,,656.79,PREPAID
127,Mobile - mWeb,Delivered,D,226636,700033,2022-Apr-01 08:12:00,2022-Apr-01 08:13:00,2022-Apr-01 08:15:00,2022-Apr-01 08:22:00,2022-Apr-01 08:24:00,2022-Apr-01 08:46:00,2022-Apr-01 09:09:00,2022-Apr-01 09:09:00,2022-Apr-01 10:30:00,,505,COD
128,Desktop - Website,Delivered,D,231612,560103,2022-Apr-01 08:12:00,2022-Apr-01 08:28:00,2022-Apr-01 08:29:00,2022-Apr-01 08:43:00,2022-Apr-01 08:44:00,2022-Apr-01 08:57:00,2022-Apr-01 09:08:00,2022-Apr-01 09:08:00,2022-Apr-01 10:30:00,,1029.51,PREPAID
129,Mobile - Android,Delivered,O,226108,700006,2022-Apr-01 08:16:00,2022-Apr-01 08:19:00,2022-Apr-01 08:21:00,2022-Apr-01 08:22:00,2022-Apr-01 08:30:00,2022-Apr-01 08:30:00,2022-Apr-01 09:02:00,2022-Apr-01 09:04:00,2022-Apr-01 10:30:00,,333.69,PREPAID
130,Mobile - Android,Arrived,O,222600,110017,2022-Apr-01 08:17:00,2022-Apr-01 08:18:00,2022-Apr-01 08:19:00,2022-Apr-01 08:21:00,2022-Apr-01 09:21:00,2022-Apr-01 09:22:00,2022-Apr-01 09:22:00,,2022-Apr-01 10:30:00,,486,PREPAID
131,Mobile - mWeb,Delivered,D,231630,500084,2022-Apr-01 08:17:00,2022-Apr-01 08:37:00,2022-Apr-01 08:39:00,2022-Apr-01 08:53:00,2022-Apr-01 08:54:00,2022-Apr-01 09:30:00,2022-Apr-01 09:47:00,2022-Apr-01 09:49:00,2022-Apr-01 11:00:00,,376.26,COD
132,Mobile - mWeb,Delivered,D,226284,700053,2022-Apr-01 08:18:00,2022-Apr-01 08:22:00,2022-Apr-01 08:26:00,2022-Apr-01 08:29:00,2022-Apr-01 08:31:00,2022-Apr-01 08:58:00,2022-Apr-01 09:24:00,2022-Apr-01 09:26:00,2022-Apr-01 10:30:00,,673.34,PREPAID
133,Mobile - iOS,Delivered,D,230956,500016,2022-Apr-01 08:19:00,2022-Apr-01 08:39:00,2022-Apr-01 08:42:00,2022-Apr-01 08:50:00,2022-Apr-01 08:51:00,2022-Apr-01 09:03:00,2022-Apr-01 09:09:00,2022-Apr-01 09:11:00,2022-Apr-01 11:00:00,,439.52,PREPAID
134,Mobile - iOS,Delivered,D,226252,700068,2022-Apr-01 08:19:00,2022-Apr-01 08:20:00,2022-Apr-01 08:23:00,2022-Apr-01 08:24:00,2022-Apr-01 08:26:00,2022-Apr-01 08:31:00,2022-Apr-01 09:05:00,2022-Apr-01 09:05:00,2022-Apr-01 10:30:00,,311.85,PREPAID
135,Mobile - mWeb,Delivered,D,226522,700019,2022-Apr-01 08:21:00,2022-Apr-01 08:22:00,2022-Apr-01 08:26:00,2022-Apr-01 08:51:00,2022-Apr-01 08:53:00,2022-Apr-01 08:59:00,2022-Apr-01 09:18:00,2022-Apr-01 09:19:00,2022-Apr-01 10:30:00,,435.2,COD
136,Mobile - Android,Delivered,O,226082,700010,2022-Apr-01 08:22:00,2022-Apr-01 08:49:00,2022-Apr-01 08:53:00,2022-Apr-01 08:56:00,2022-Apr-01 09:25:00,2022-Apr-01 09:25:00,2022-Apr-01 09:43:00,2022-Apr-01 09:46:00,2022-Apr-01 11:00:00,,479.75,PREPAID
137,Mobile - Android,Delivered,D,226228,700084,2022-Apr-01 08:22:00,2022-Apr-01 08:25:00,2022-Apr-01 08:28:00,2022-Apr-01 08:38:00,2022-Apr-01 08:40:00,2022-Apr-01 08:53:00,2022-Apr-01 09:07:00,2022-Apr-01 09:11:00,2022-Apr-01 10:30:00,,754.26,PREPAID
138,Mobile - Android,Arrived,O,232072,560102,2022-Apr-01 08:22:00,2022-Apr-01 08:49:00,2022-Apr-01 08:50:00,2022-Apr-01 08:51:00,2022-Apr-01 08:56:00,2022-Apr-01 08:59:00,2022-Apr-01 09:07:00,,2022-Apr-01 11:00:00,,1052.34,PREPAID
139,Mobile - Android,Delivered,D,231938,560036,2022-Apr-01 08:22:00,2022-Apr-01 08:26:00,2022-Apr-01 08:28:00,2022-Apr-01 08:31:00,2022-Apr-01 08:32:00,2022-Apr-01 08:38:00,2022-Apr-01 08:45:00,2022-Apr-01 08:48:00,2022-Apr-01 10:30:00,,392.44,PREPAID
140,Mobile - mWeb,Delivered,D,226092,700114,2022-Apr-01 08:23:00,2022-Apr-01 08:25:00,2022-Apr-01 08:28:00,2022-Apr-01 08:34:00,2022-Apr-01 08:35:00,2022-Apr-01 09:02:00,2022-Apr-01 09:19:00,2022-Apr-01 09:20:00,2022-Apr-01 10:30:00,,450,PREPAID
141,Mobile - Android,Delivered,D,226860,700029,2022-Apr-01 08:23:00,2022-Apr-01 08:24:00,2022-Apr-01 08:29:00,2022-Apr-01 08:38:00,2022-Apr-01 08:39:00,2022-Apr-01 08:50:00,2022-Apr-01 08:57:00,2022-Apr-01 08:59:00,2022-Apr-01 10:30:00,,693.55,PREPAID
142,Mobile - Android,Delivered,O,231348,600014,2022-Apr-01 08:23:00,2022-Apr-01 08:24:00,2022-Apr-01 08:26:00,2022-Apr-01 08:31:00,2022-Apr-01 08:55:00,2022-Apr-01 08:55:00,2022-Apr-01 09:21:00,2022-Apr-01 09:25:00,2022-Apr-01 10:30:00,,1135.96,COD
143,Mobile - Android,Delivered,O,229036,600014,2022-Apr-01 08:23:00,2022-Apr-01 08:24:00,2022-Apr-01 08:26:00,2022-Apr-01 08:28:00,2022-Apr-01 08:45:00,2022-Apr-01 08:59:00,2022-Apr-01 09:21:00,2022-Apr-01 09:22:00,2022-Apr-01 10:30:00,,1141.52,COD
144,Mobile - Android,Cancelled,,230720,560017,2022-Apr-01 08:24:00,2022-Apr-01 08:25:00,2022-Apr-01 08:26:00,,,,,,2022-Apr-01 10:30:00,2022-Apr-01 10:20:00,763,PREPAID
145,Mobile - iOS,Cancelled,D,222564,110092,2022-Apr-01 08:24:00,2022-Apr-01 08:25:00,2022-Apr-01 08:27:00,2022-Apr-01 08:38:00,2022-Apr-01 09:00:00,2022-Apr-01 10:06:00,,,2022-Apr-01 10:30:00,2022-Apr-01 12:30:00,439,PREPAID
146,Mobile - Android,Delivered,D,232072,560102,2022-Apr-01 08:24:00,2022-Apr-01 08:25:00,2022-Apr-01 08:27:00,2022-Apr-01 08:28:00,2022-Apr-01 08:30:00,2022-Apr-01 08:47:00,2022-Apr-01 08:53:00,2022-Apr-01 08:56:00,2022-Apr-01 10:30:00,,656,PREPAID
147,Mobile - iOS,Delivered,K,226354,700129,2022-Apr-01 08:24:00,2022-Apr-01 08:26:00,2022-Apr-01 08:28:00,2022-Apr-01 08:41:00,2022-Apr-01 08:43:00,2022-Apr-01 08:51:00,2022-Apr-01 08:56:00,2022-Apr-01 08:59:00,2022-Apr-01 10:30:00,,825,PREPAID
148,Mobile - Android,Delivered,D,232606,500018,2022-Apr-01 08:25:00,2022-Apr-01 08:26:00,2022-Apr-01 08:27:00,2022-Apr-01 08:34:00,2022-Apr-01 08:36:00,2022-Apr-01 08:58:00,2022-Apr-01 09:28:00,2022-Apr-01 09:29:00,2022-Apr-01 10:30:00,,1215,COD
149,Mobile - mWeb,Delivered,O,222232,302021,2022-Apr-01 08:25:00,2022-Apr-01 08:40:00,2022-Apr-01 08:42:00,2022-Apr-01 16:31:00,2022-Apr-01 16:32:00,2022-Apr-01 17:09:00,2022-Apr-02 18:46:00,2022-Apr-02 18:48:00,2022-Apr-02 22:00:00,,496.92,PREPAID
150,Mobile - Android,Delivered,D,232072,560068,2022-Apr-01 08:26:00,2022-Apr-01 08:27:00,2022-Apr-01 08:28:00,2022-Apr-01 08:28:00,2022-Apr-01 08:30:00,2022-Apr-01 08:44:00,2022-Apr-01 09:03:00,2022-Apr-01 09:05:00,2022-Apr-01 10:30:00,,865.27,PREPAID
151,Mobile - Android,Delivered,O,235466,500031,2022-Apr-01 08:26:00,2022-Apr-01 08:29:00,2022-Apr-01 08:31:00,2022-Apr-01 08:34:00,2022-Apr-01 08:37:00,2022-Apr-01 08:39:00,2022-Apr-01 09:23:00,2022-Apr-01 09:26:00,2022-Apr-01 10:30:00,,570,PREPAID
152,Mobile - mWeb,Delivered,O,226068,700015,2022-Apr-01 08:27:00,2022-Apr-01 08:53:00,2022-Apr-01 08:57:00,2022-Apr-01 09:03:00,2022-Apr-01 09:20:00,2022-Apr-01 09:22:00,2022-Apr-01 09:48:00,2022-Apr-01 09:52:00,2022-Apr-01 11:00:00,,765.9,PREPAID
153,Mobile - iOS,Delivered,D,229148,600010,2022-Apr-01 08:32:00,2022-Apr-01 09:04:00,2022-Apr-01 09:07:00,2022-Apr-01 09:09:00,2022-Apr-01 09:11:00,2022-Apr-01 09:20:00,2022-Apr-01 09:35:00,2022-Apr-01 09:38:00,2022-Apr-01 11:30:00,,328.6,PREPAID
154,Mobile - iOS,Delivered,K,222684,110016,2022-Apr-01 08:32:00,2022-Apr-01 08:37:00,2022-Apr-01 08:38:00,2022-Apr-01 08:43:00,2022-Apr-01 09:00:00,2022-Apr-01 09:09:00,2022-Apr-01 09:26:00,2022-Apr-01 09:30:00,2022-Apr-01 11:00:00,,537.75,PREPAID
155,Mobile - Android,Delivered,D,226232,700002,2022-Apr-01 08:33:00,2022-Apr-01 08:34:00,2022-Apr-01 08:37:00,2022-Apr-01 09:32:00,2022-Apr-01 09:43:00,2022-Apr-01 09:55:00,2022-Apr-01 10:17:00,2022-Apr-01 10:17:00,2022-Apr-01 11:00:00,,1294.58,PREPAID
156,Mobile - iOS,Delivered,D,231704,560087,2022-Apr-01 08:33:00,2022-Apr-01 08:36:00,2022-Apr-01 08:37:00,2022-Apr-01 08:39:00,2022-Apr-01 08:40:00,2022-Apr-01 08:54:00,2022-Apr-01 09:21:00,2022-Apr-01 09:22:00,2022-Apr-01 11:00:00,,965.87,PREPAID
157,Mobile - Android,Delivered,D,382376,500049,2022-Apr-01 08:33:00,2022-Apr-01 08:34:00,2022-Apr-01 08:35:00,2022-Apr-01 08:36:00,2022-Apr-01 08:38:00,2022-Apr-01 08:49:00,2022-Apr-01 08:56:00,2022-Apr-01 08:56:00,2022-Apr-01 11:00:00,,500,PREPAID
158,Mobile - iOS,Delivered,K,222124,201303,2022-Apr-01 08:35:00,2022-Apr-01 11:43:00,2022-Apr-01 11:44:00,2022-Apr-01 14:41:00,2022-Apr-01 16:05:00,2022-Apr-01 16:10:00,2022-Apr-01 17:32:00,2022-Apr-01 17:35:00,2022-Apr-02 23:00:00,,1026.34,PREPAID
159,Mobile - Android,Delivered,D,228022,500074,2022-Apr-01 08:36:00,2022-Apr-01 08:37:00,2022-Apr-01 08:39:00,2022-Apr-01 08:41:00,2022-Apr-01 08:43:00,2022-Apr-01 08:47:00,2022-Apr-01 09:02:00,2022-Apr-01 09:06:00,2022-Apr-01 11:00:00,,313.5,PREPAID
160,Mobile - Android,Delivered,D,226270,700148,2022-Apr-01 08:36:00,2022-Apr-01 08:40:00,2022-Apr-01 08:42:00,2022-Apr-01 09:08:00,2022-Apr-01 09:19:00,2022-Apr-01 09:33:00,2022-Apr-01 09:53:00,2022-Apr-01 09:56:00,2022-Apr-01 11:00:00,,954.5,PREPAID
161,Mobile - Android,Delivered,D,222074,122002,2022-Apr-01 08:37:00,2022-Apr-01 08:39:00,2022-Apr-01 08:39:00,2022-Apr-01 08:40:00,2022-Apr-01 08:42:00,2022-Apr-01 08:58:00,2022-Apr-01 09:27:00,2022-Apr-01 09:29:00,2022-Apr-01 11:00:00,,311.85,PREPAID
162,Mobile - Android,Delivered,K,222374,110019,2022-Apr-01 08:39:00,2022-Apr-01 09:07:00,2022-Apr-01 09:09:00,2022-Apr-01 09:10:00,2022-Apr-01 09:29:00,2022-Apr-01 10:00:00,2022-Apr-01 10:10:00,2022-Apr-01 10:13:00,2022-Apr-01 11:30:00,,882,COD
163,Mobile - Android,Delivered,D,222660,110045,2022-Apr-01 08:41:00,2022-Apr-01 08:42:00,2022-Apr-01 08:44:00,2022-Apr-01 08:48:00,2022-Apr-01 08:50:00,2022-Apr-01 08:57:00,2022-Apr-01 09:20:00,2022-Apr-01 09:21:00,2022-Apr-01 11:00:00,,785.68,PREPAID
164,Mobile - Android,Delivered,O,222660,110075,2022-Apr-01 08:41:00,2022-Apr-01 09:09:00,2022-Apr-01 09:10:00,2022-Apr-01 09:13:00,2022-Apr-01 09:32:00,2022-Apr-01 10:26:00,2022-Apr-01 10:38:00,2022-Apr-01 10:39:00,2022-Apr-01 11:30:00,,535.04,COD
165,Mobile - mWeb,Delivered,K,234532,500072,2022-Apr-01 08:41:00,2022-Apr-01 08:42:00,2022-Apr-01 08:44:00,2022-Apr-01 11:15:00,2022-Apr-01 11:17:00,2022-Apr-01 11:41:00,2022-Apr-01 12:01:00,2022-Apr-01 12:02:00,2022-Apr-01 11:00:00,,475,COD
166,Mobile - Android,Cancelled,K,226444,700096,2022-Apr-01 08:42:00,2022-Apr-01 08:43:00,2022-Apr-01 08:45:00,2022-Apr-01 08:50:00,2022-Apr-01 09:06:00,2022-Apr-01 09:23:00,,,2022-Apr-01 11:00:00,2022-Apr-01 10:05:00,620,COD
167,Mobile - Android,Delivered,K,235080,560066,2022-Apr-01 08:42:00,2022-Apr-01 08:44:00,2022-Apr-01 08:46:00,2022-Apr-01 08:47:00,2022-Apr-01 08:50:00,2022-Apr-01 09:01:00,2022-Apr-01 09:14:00,2022-Apr-01 09:15:00,2022-Apr-01 11:00:00,,428,PREPAID
168,Mobile - Android,Delivered,D,222102,201301,2022-Apr-01 08:43:00,2022-Apr-01 09:05:00,2022-Apr-01 09:06:00,2022-Apr-01 09:09:00,2022-Apr-01 09:12:00,2022-Apr-01 09:44:00,2022-Apr-01 10:02:00,2022-Apr-01 10:04:00,2022-Apr-01 11:30:00,,438.04,PREPAID
169,Mobile - iOS,Delivered,K,231588,500085,2022-Apr-01 08:43:00,2022-Apr-01 09:04:00,2022-Apr-01 09:07:00,2022-Apr-01 09:09:00,2022-Apr-01 09:11:00,2022-Apr-01 09:20:00,2022-Apr-01 09:29:00,2022-Apr-01 09:31:00,2022-Apr-01 11:30:00,,341.97,PREPAID
170,Mobile - Android,Delivered,K,226598,700099,2022-Apr-01 08:43:00,2022-Apr-01 08:45:00,2022-Apr-01 08:49:00,2022-Apr-01 08:56:00,2022-Apr-01 08:57:00,2022-Apr-01 09:16:00,2022-Apr-01 09:41:00,2022-Apr-01 09:45:00,2022-Apr-01 11:00:00,,341.95,PREPAID
171,Mobile - Android,Billed,,226086,700102,2022-Apr-01 08:44:00,2022-Apr-01 08:45:00,2022-Apr-01 08:48:00,2022-Apr-01 08:53:00,,,,,2022-Apr-01 11:00:00,,1310,PREPAID
172,Mobile - Android,Assigned,K,226082,700006,2022-Apr-01 08:44:00,2022-Apr-01 08:46:00,2022-Apr-01 08:50:00,2022-Apr-01 08:53:00,2022-Apr-01 09:11:00,,,,2022-Apr-01 11:00:00,,574.49,PREPAID
